Item,Week #,Regular Price,Special Price,"Units Sold
Last Week","Units Sold
This Week",Promo Spend,"Incremental 
Revenue",Promo ROI
ECONO AVENA INSTANTANEA REGULAR 24/14.1oz,12,$2.99,$2.00,83,178,$176,$108,0.6
ECONO AVENA INSTANTANEA REGULAR 24/14.1oz,13,$2.99,$2.00,178,139,$138,-$254,-1.8
ECONO CHEESE TOPPING 12/15oz,2,$3.99,$2.50,90,95,$142,-$122,-0.9
ECONO CHEESE TOPPING 12/15oz,12,$3.99,$2.50,67,161,$240,$135,0.6
ECONO CHEESE TOPPING 12/15oz,13,$3.99,$2.50,161,85,$127,-$430,-3.4
ECONO CHEESE TOPPING 12/15oz,14,$3.99,$2.50,85,58,$86,-$194,-2.2
ECONO FRUTAS COCKTAIL H/SYRUP 12/30oz,3,$3.92,$3.00,103,210,$194,$226,1.2
ECONO FRUTAS COCKTAIL H/SYRUP 12/30oz,4,$3.92,$3.00,210,104,$96,-$512,-5.3
ECONO FRUTAS COCKTAIL H/SYRUP 12/30oz,10,$3.92,$3.00,79,173,$160,$209,1.3
ECONO FRUTAS COCKTAIL H/SYRUP 12/30oz,11,$3.92,$3.00,173,152,$140,-$223,-1.6
ECONO FRUTAS COCKTAIL H/SYRUP 12/30oz,14,$3.92,$3.00,84,127,$117,$51,0.4
ECONO FRUTAS PEARS HALVES H/SYRUP 12/29oz,3,$3.92,$3.00,35,53,$49,$22,0.4
ECONO FRUTAS PEARS HALVES H/SYRUP 12/29oz,4,$3.92,$3.00,53,51,$47,-$55,-1.2
ECONO FRUTAS PEARS HALVES H/SYRUP 12/29oz,10,$3.92,$3.00,12,39,$36,$70,1.9
ECONO FRUTAS PEARS HALVES H/SYRUP 12/29oz,11,$3.92,$3.00,39,23,$21,-$84,-4.0
ECONO FRUTAS PEARS HALVES H/SYRUP 12/29oz,14,$3.92,$3.00,19,27,$25,$6,0.3
ECONO FRUTAS PEACHES HALVES H/SYRUP 12/29oz,3,$3.92,$3.00,47,139,$128,$233,1.8
ECONO FRUTAS PEACHES HALVES H/SYRUP 12/29oz,4,$3.92,$3.00,139,78,$72,-$311,-4.3
ECONO FRUTAS PEACHES HALVES H/SYRUP 12/29oz,10,$3.92,$3.00,30,93,$86,$161,1.9
ECONO FRUTAS PEACHES HALVES H/SYRUP 12/29oz,11,$3.92,$3.00,93,57,$53,-$194,-3.7
ECONO FRUTAS PEACHES HALVES H/SYRUP 12/29oz,14,$3.92,$3.00,38,54,$50,$13,0.3
ECONO CEREAL CREMA DE MAIZ 24/14oz,2,$2.69,$2.00,46,64,$44,$4,0.1
ECONO CEREAL CREMA DE MAIZ 24/14oz,14,$2.69,$2.00,34,30,$21,-$31,-1.5
ECONO CEREAL HARINA DE MAIZ 24/14oz,2,$2.49,$1.50,50,108,$107,$37,0.4
ECONO CEREAL HARINA DE MAIZ 24/14oz,14,$2.49,$1.50,56,42,$42,-$76,-1.8
ECONO CLORO LIMON 6/128oz,3,$2.94,$1.95,73,169,$167,$115,0.7
ECONO CLORO LIMON 6/128oz,4,$2.94,$1.95,169,141,$140,-$222,-1.6
ECONO CLORO LIMON 6/128oz,8,$2.94,$2.00,71,133,$125,$57,0.5
ECONO CLORO LIMON 6/128oz,9,$2.94,$2.00,133,142,$133,-$107,-0.8
ECONO CLORO LIMON 6/128oz,12,$2.94,$2.00,113,250,$235,$168,0.7
ECONO CLORO LIMON 6/128oz,13,$2.94,$2.00,250,92,$86,-$551,-6.4
ECONO CLORO LIMON 6/128oz,14,$2.94,$1.95,92,178,$176,$77,0.4
ECONO DET EN POLVO ULTRA 30/17.6oz,10,$1.89,$1.18,109,114,$81,-$71,-0.9
ECONO DET EN POLVO ULTRA 30/17.6oz,11,$1.89,$1.18,114,181,$129,-$2,0.0
ECONO DET EN POLVO FLORAL 30/17.6oz,10,$1.89,$1.18,127,268,$190,$76,0.4
ECONO DET EN POLVO FLORAL 30/17.6oz,11,$1.89,$1.18,268,255,$181,-$206,-1.1
ECONO SALSA SPAG CHUNCKY 3 CHEESE 12/14oz,2,$1.89,$1.50,54,63,$25,-$8,-0.3
ECONO SALSA SPAG CHUNCKY 3 CHEESE 12/14oz,5,$1.89,$1.50,44,52,$20,-$5,-0.3
ECONO SALSA SPAG CHUNCKY 3 CHEESE 12/14oz,14,$1.89,$1.50,62,40,$16,-$57,-3.7
ECONO SALSA SPAG CHUNCKY GARLIC CHEESE 12/14oz,2,$1.89,$1.50,30,37,$14,-$1,-0.1
